paper,material,property_name,property_value,property_unit,definition
Paper_1,Ru7B3 (J ‖ [100]),common formula of materials,3.7,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The room-temperature resistivity (300 K) is approximately 97 m cm and the residual resistivity just above Tc, (res), is 26 m cm for J k ½100, and (300 K) = 55 m cm, and (res) = 14 m cm for J k ½001. The residual resistivity ratio (RRR), therefore, is (300 K)/(res) = 3.7 for J k ½100 and 3.9 for J k ½001."
Paper_1,Ru7B3 (J ‖ [001]),common formula of materials,55,mΩ·cm,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The room-temperature resistivity (300 K) is approximately 97 m cm and the residual resistivity just above Tc, (res), is 26 m cm for J k ½100, and (300 K) = 55 m cm, and (res) = 14 m cm for J k ½001. The residual resistivity ratio (RRR), therefore, is (300 K)/(res) = 3.7 for J k ½100 and 3.9 for J k ½001."
Paper_1,Ru7B3 (J ‖ [001]),common formula of materials,14,mΩ·cm,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The room-temperature resistivity (300 K) is approximately 97 m cm and the residual resistivity just above Tc, (res), is 26 m cm for J k ½100, and (300 K) = 55 m cm, and (res) = 14 m cm for J k ½001. The residual resistivity ratio (RRR), therefore, is (300 K)/(res) = 3.7 for J k ½100 and 3.9 for J k ½001."
Paper_1,Ru7B3 (J ‖ [001]),common formula of materials,3.9,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The room-temperature resistivity (300 K) is approximately 97 m cm and the residual resistivity just above Tc, (res), is 26 m cm for J k ½100, and (300 K) = 55 m cm, and (res) = 14 m cm for J k ½001. The residual resistivity ratio (RRR), therefore, is (300 K)/(res) = 3.7 for J k ½100 and 3.9 for J k ½001."
Paper_1,None,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 due to phonons, and max is the saturation resistivity, which is independent of temperature. The parameter phðTÞ is further given by phðTÞ ¼  E1  E2 kB þ T ln eE2=kBT  1 eE1=kBT  1     ; ð2Þ which can be derived by assuming that a thermal phonon with a ﬂat energy distribution between E1 and E2 contributes to the scattering of conduction electrons and that the resistivity satisﬁes the Bose-Einstein statistics."
Paper_1,Ru7B3,common formula of materials,43.7,mJ/(K² mol),"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol)."
Paper_1,Ru7B3,common formula of materials,640,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol)."
Paper_1,Ru7B3,common formula of materials,8.314,J/(K mol),"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol)."
Paper_1,Ru7B3,common formula of materials,20,(dimensionless),"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol)."
Paper_1,Ru7B3,common formula of materials,0.147,mJ/(K⁴ mol),"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol)."
Paper_1,Ru7B3,common formula of materials,1.4,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Using these values, we estimated Ce= nTc to be approximately 1.4, which is almost identical to the value expected from the BCS weak-coupling limit (Ce= nTc ¼ 1:43). Moreover, we calculated 2ð0Þ=kBTc to be approx- imately 3.3, which is in rough agreement with the BCS value (2ð0Þ=kBTc ¼ 3:52)."
Paper_1,Ru7B3,common formula of materials,3.3,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Using these values, we estimated Ce= nTc to be approximately 1.4, which is almost identical to the value expected from the BCS weak-coupling limit (Ce= nTc ¼ 1:43). Moreover, we calculated 2ð0Þ=kBTc to be approx- imately 3.3, which is in rough agreement with the BCS value (2ð0Þ=kBTc ¼ 3:52)."
Paper_1,Ru7B3,common formula of materials,73,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 4 N. KASE and J. AKIMITSU 044710-3 J. Phys. Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 an almost linear temperature dependence for the overall temperature region, which clearly deviates from the WHH prediction.29,30) Because of the invalidity of using the WHH theory, we determined Hc2ð0Þ from the Ginzburg–Landau theory — Hc2ðTÞ ¼ 0=2 2ðTÞ, 2ðTÞ ¼ ðTÞðh 2=2mÞ, where 0 is the ﬂux quantum, ðTÞ / ð1  t2Þ=ð1 þ t2Þ, and t ¼ T=Tc is the reduced temperature; Hc2ðTÞ can be described as Hc2ðTÞ ¼ ½ð1  t2Þð1 þ t2ÞHc2ð0Þ."
Paper_1,Ru7B3,common formula of materials,17.2,kOe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Hc2ð0ÞGL was calculated to be approximately 17.2 kOe for H k ½001 and 15.8 kOe for H k ½100, respectively. Besides, the WHH theory predicted that the Hc2ð0Þ estimates will be approx- imately 15.2 kOe for H k ½001 and 13.7 kOe for H k ½100, respectively, following Hc2ð0Þ ’ 0:693ðdT=dTÞTcTc."
Paper_1,Ru7B3,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 (Color online) Temperature dependence of the speciﬁc heat C=T of Ru7B3 under several magnetic ﬁelds. (Color online) Hc1 data are ﬁtted to the formula Hc1ðTÞ ¼ Hc1ð0Þ½1  ðT=TcÞ2 (upper pannel)."
Paper_1,Ru7B3,common formula of materials,53,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 4 N. KASE and J. AKIMITSU 044710-4 J. Phys. Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 tional formula Hc1ðTÞ ¼ Hc1ð0Þ½1  ðT=TcÞ2, Hc1ð0Þ is estimated to be approximately 53 Oe for H k ½001 and 68 Oe for H k ½100."
Paper_1,Ru7B3,common formula of materials,68,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 4 N. KASE and J. AKIMITSU 044710-4 J. Phys. Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 tional formula Hc1ðTÞ ¼ Hc1ð0Þ½1  ðT=TcÞ2, Hc1ð0Þ is estimated to be approximately 53 Oe for H k ½001 and 68 Oe for H k ½100."
Paper_1,Ru7B3 (Ginzburg–Landau parameter for H k [100]),common formula of materials,21.6,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 By using the formula ð0Þ ¼ ð0ÞGL=ð0ÞGL, the Ginzburg–Landau parameter ð0Þ was obtained to be 21.6 for H k ½100 and 25.5 for H k ½001, indicating that Ru7B3 is a type-II superconductor. The thermal critical ﬁeld Hcð0Þ was calculated to be 480 Oe for H k ½001 and 520 Oe for H k ½100, respectively, using the formula Hcð0Þ ¼ Hc2ð0Þ= ﬃﬃ 2 p ð0Þ."
Paper_1,Ru7B3 (Ginzburg–Landau parameter for H k [001]),common formula of materials,25.5,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 By using the formula ð0Þ ¼ ð0ÞGL=ð0ÞGL, the Ginzburg–Landau parameter ð0Þ was obtained to be 21.6 for H k ½100 and 25.5 for H k ½001, indicating that Ru7B3 is a type-II superconductor. The thermal critical ﬁeld Hcð0Þ was calculated to be 480 Oe for H k ½001 and 520 Oe for H k ½100, respectively, using the formula Hcð0Þ ¼ Hc2ð0Þ= ﬃﬃ 2 p ð0Þ."
Paper_1,Ru7B3 (Thermal critical field for H k [001]),common formula of materials,480,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 By using the formula ð0Þ ¼ ð0ÞGL=ð0ÞGL, the Ginzburg–Landau parameter ð0Þ was obtained to be 21.6 for H k ½100 and 25.5 for H k ½001, indicating that Ru7B3 is a type-II superconductor. The thermal critical ﬁeld Hcð0Þ was calculated to be 480 Oe for H k ½001 and 520 Oe for H k ½100, respectively, using the formula Hcð0Þ ¼ Hc2ð0Þ= ﬃﬃ 2 p ð0Þ."
Paper_1,Ru7B3 (Thermal critical field for H k [100]),common formula of materials,520,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 By using the formula ð0Þ ¼ ð0ÞGL=ð0ÞGL, the Ginzburg–Landau parameter ð0Þ was obtained to be 21.6 for H k ½100 and 25.5 for H k ½001, indicating that Ru7B3 is a type-II superconductor. The thermal critical ﬁeld Hcð0Þ was calculated to be 480 Oe for H k ½001 and 520 Oe for H k ½100, respectively, using the formula Hcð0Þ ¼ Hc2ð0Þ= ﬃﬃ 2 p ð0Þ."
Paper_1,Ru7B3,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 One of the reasons might be the weak electron correlation of the 4d electron of Ru. The anti-SOC eﬀect of a 4d electron (Li2Pd3B) is much smaller than that of a 5d electron (Li2Pt3B)."
Paper_1,Li2Pd3B,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 One of the reasons might be the weak electron correlation of the 4d electron of Ru. The anti-SOC eﬀect of a 4d electron (Li2Pd3B) is much smaller than that of a 5d electron (Li2Pt3B)."
Paper_1,Li2Pt3B,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 One of the reasons might be the weak electron correlation of the 4d electron of Ru. The anti-SOC eﬀect of a 4d electron (Li2Pd3B) is much smaller than that of a 5d electron (Li2Pt3B)."
Paper_1,Li2Pt3B,common formula of materials,200,meV,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The energy splitting values of the bands at the Fermi surface are 200 meV (Li2Pt3B) and 20–50 meV (Li2Pd3B).36) The result indicates that small-band splitting has no eﬀect on the superconducting state. Thus, in the T7B3 system, Re7B3 has a possibility of exhibiting unconventional superconductivity, because it has a much stronger spin orbit interaction due to a 5d electron."
Paper_1,Li2Pd3B,common formula of materials,20–50,meV,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The energy splitting values of the bands at the Fermi surface are 200 meV (Li2Pt3B) and 20–50 meV (Li2Pd3B).36) The result indicates that small-band splitting has no eﬀect on the superconducting state. Thus, in the T7B3 system, Re7B3 has a possibility of exhibiting unconventional superconductivity, because it has a much stronger spin orbit interaction due to a 5d electron."
Paper_1,Ru7B3,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In the Ga system, the contribution for the Fermi surface almost accounts for the s- or p-electrons of Ga-sites.8) In the case of the T7B3 system, when a d-electron does not occupy a Fermi surface, the superconducting state is normal. The binary boride superconductor Re7B3 has a possibility of exhibiting unconventional superconductivity due to the much stronger spin orbit interaction of a 5d electron, when the contribution of a 5d-electron to the Fermi surface is signiﬁcant."
Paper_1,Re7B3,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In the Ga system, the contribution for the Fermi surface almost accounts for the s- or p-electrons of Ga-sites.8) In the case of the T7B3 system, when a d-electron does not occupy a Fermi surface, the superconducting state is normal. The binary boride superconductor Re7B3 has a possibility of exhibiting unconventional superconductivity due to the much stronger spin orbit interaction of a 5d electron, when the contribution of a 5d-electron to the Fermi surface is signiﬁcant."
Paper_1,Ru7B3,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The binary boride superconductor Re7B3 has a possibility of exhibiting unconventional superconductivity due to the much stronger spin orbit interaction of a 5d electron, when the contribution of a 5d-electron to the Fermi surface is signiﬁcant. However, it is very diﬃcult to synthesize a pure single crystal of Re7B3 because of the existence of many phases of the Re-B binary system."
Paper_1,Re7B3,common formula of materials,None,None,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The binary boride superconductor Re7B3 has a possibility of exhibiting unconventional superconductivity due to the much stronger spin orbit interaction of a 5d electron, when the contribution of a 5d-electron to the Fermi surface is signiﬁcant. However, it is very diﬃcult to synthesize a pure single crystal of Re7B3 because of the existence of many phases of the Re-B binary system."
Paper_10,superconducting spin-ladder compounds,common formula of materials,"14, 24, 41",None,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava  High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava Department of Chemistry and Materials Institute, Princeton University, Princeton, New Jersey 08540 Catherine Chaillout and Ce´line Darie Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Michael Hanﬂand European Synchrotron Radiation Facility, Boıˆte Postale 220, 38043 Grenoble, France Massimo Marezio MASPEC-CNR, via Chiavari 18/A, 43100 Parma, Italy Hidenori Takagi Institute for Solid State Physics, University of Tokyo, Roppongi Minato-ku, Tokyo 106, Japan ~Received 19 October 1998!"
